gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnProbability,CLV,RetentionPriority,Segment
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,0,0.29128078520298006,5041.349999999999,1468.4483864830434,B — Medium Priority
Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,0,0.045830946415662766,5218.55,239.17108541745694,B — Medium Priority
Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,0,0.117846167832613,2389.2,281.5580641856789,B — Medium Priority
Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,,0,0.019437470473349094,80.85,1.5715194877702743,C — Low Priority
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,0,0.5076242089271545,378.25,192.0088570266962,B — Medium Priority
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,1,0.907155203819275,78.8,71.48383006095887,B — Medium Priority
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,0,0.1026679277420044,1600.3,164.29948476552963,B — Medium Priority
Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,0,0.36445183157920835,1265.25,461.1226799055934,B — Medium Priority
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,1,0.7076625347137451,321.4,227.44273865699765,B — Medium Priority
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,0,0.4786631166934967,1015.1999999999999,485.93879606723783,B — Medium Priority
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,1,0.31322306394577026,49.9,15.629830890893937,B — Medium Priority
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,0,0.1303793340921402,1274.9,166.22061303406954,B — Medium Priority
Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,0,0.10062551572918892,2432.85,244.80678594175725,B — Medium Priority
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,0,0.030991415865719317,256.75,7.957046023523435,C — Low Priority
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,6130.95,0,0.09644258096814155,5976.3,576.3697966399044,B — Medium Priority
Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,0,0.03195299915969372,2418.0,77.26235196813941,C — Low Priority
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,0,0.02572226822376251,4177.8,107.46249218523502,B — Medium Priority
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,1,0.46891695261001587,105.60000000000001,49.51763019561768,B — Medium Priority
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,0,0.019437470473349094,4334.4,84.24977201968431,C — Low Priority
Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,0,0.019380064308643342,290.25,5.62506366558373,C — Low Priority
Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,0,0.3411721885204315,4046.2999999999997,1380.485026410222,B — Medium Priority
Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,7108.2,0,0.2607329934835434,7088.25,1848.1406410597265,B — Medium Priority
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,1,0.8697536706924438,171.4,149.07577915668486,B — Medium Priority
Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,0,0.1453150302171707,701.4,101.92396219432354,B — Medium Priority
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,0,0.14555493742227554,7415.4,1079.348082961142,B — Medium Priority
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,0,0.11475139036774636,392.0,44.98254502415657,C — Low Priority
Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,0,0.046780270710587504,3716.4,173.8541980688274,B — Medium Priority
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,0,0.0,1425.6000000000001,0.0,C — Low Priority
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,1,0.6219666719436645,506.40000000000003,314.96392267227174,B — Medium Priority
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,0.025973279401659964,3916.7000000000003,101.72954343248159,B — Medium Priority
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,1,0.07016390189528465,3995.7,280.3539028029889,B — Medium Priority
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,1,0.563045084476471,20.1,11.317206197977066,B — Medium Priority
Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,0,0.5768954396247864,735.0,424.018148124218,B — Medium Priority
Female,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,1,0.4048055589199066,3168.0,1282.424010658264,B — Medium Priority
Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,0,0.007912032306194305,3830.4500000000003,30.30664414726198,C — Low Priority
Female,1,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.3,528.45,0,0.561267751455307,588.9,330.5305788320303,B — Medium Priority
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,0,0.0032608695328235626,6562.8,21.40043457001448,C — Low Priority
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,0,0.1121539868414402,4976.400000000001,558.1231001177431,B — Medium Priority
Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,0,0.03955151475965977,5112.450000000001,202.2051416330226,B — Medium Priority
Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,0,0.0,553.9000000000001,0.0,C — Low Priority
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,0,0.40421725511550904,2915.95,1178.6773050540685,B — Medium Priority
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,0,0.15776599794626237,62.25,9.820933372154832,C — Low Priority
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,0,0.08278813250362874,391.40000000000003,32.40327506192029,C — Low Priority
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,0,0.3762467563152313,6093.900000000001,2292.8101083093884,B — Medium Priority
Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,0,0.27057708203792574,542.5,146.7880670055747,B — Medium Priority
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,0,0.18718077391386032,7349.900000000001,1375.7599701894821,B — Medium Priority
Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,0,0.019437470473349094,821.1,15.960107005666941,C — Low Priority
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,1,0.8076973915100097,75.7,61.14269253730774,B — Medium Priority
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,0,0.8405441880226135,420.0,353.0285589694977,B — Medium Priority
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,0,0.019437470473349094,390.0,7.580613484606147,C — Low Priority
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,1,0.8697536706924438,69.5,60.447880113124846,B — Medium Priority
Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,0,0.5061021387577057,473.70000000000005,239.74058312952522,B — Medium Priority
Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,1,0.4322445809841156,3615.8999999999996,1562.9531803804634,B — Medium Priority
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,0,0.016580327600240707,411.6,6.824462840259075,C — Low Priority
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,0,0.19053309708833693,4997.900000000001,952.2653659377993,B — Medium Priority
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,0,0.344452029466629,3321.8,1144.2007514822483,B — Medium Priority
Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,0,0.09644258096814155,1305.0,125.85756816342473,B — Medium Priority
Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,0,0.07308880016207694,2177.55,159.15451679293065,B — Medium Priority
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,0,0.0,6465.599999999999,0.0,C — Low Priority
Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,0,0.19611413925886154,2291.1,449.31710445597764,B — Medium Priority
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,0.4805408775806427,2107.35,1012.6678183695673,B — Medium Priority
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,0,0.03730612583458424,4362.599999999999,162.75170456595717,B — Medium Priority
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,1,0.7710000038146972,151.1,116.49810057640074,B — Medium Priority
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,1,0.3746850788593292,3078.4,1153.430546760559,B — Medium Priority
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,1,0.6183550238609314,1049.3,648.8399265372753,A — High Priority
Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,0,0.20912892371416092,1709.05,357.4117870736867,B — Medium Priority
Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,0,0.06490005850791931,3091.2000000000003,200.6190608596802,B — Medium Priority
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,1,0.6219666719436645,295.6,183.85334822654724,B — Medium Priority
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,0,0.2895698964595795,5121.45,1483.0177462229133,B — Medium Priority
Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,0,0.10717726275324821,4361.6,467.4643492245674,B — Medium Priority
Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,0,0.056567127257585524,3833.2000000000003,216.83311220377684,B — Medium Priority
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,0.014599039778113365,1362.75,19.894841457623986,C — Low Priority
Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,0,0.022237207181751727,537.0,11.941380256600677,C — Low Priority
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,0,0.6014005541801453,240.0,144.33613300323486,B — Medium Priority
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,0,0.047147901728749275,917.0,43.234625885263085,C — Low Priority
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,1,0.06907147243618965,211.75,14.625884288363158,C — Low Priority
Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,0,0.38517387509346007,5630.8,2168.837055876255,B — Medium Priority
Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,0,0.0209281537681818,1272.45,26.63002926232293,C — Low Priority
Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,1,0.37376841306686404,3270.6,1222.4469717764855,B — Medium Priority
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,0,0.007912032306194305,102.25,0.8090053033083677,C — Low Priority
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,0,0.05520664006471634,20.4,1.1262154573202132,C — Low Priority
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,1,0.6549777746200561,520.8000000000001,341.11242502212525,B — Medium Priority
Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,0,0.02860053740441799,3701.85,105.87489939054474,B — Medium Priority
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,1,0.08850988894701003,1485.0,131.4371850863099,B — Medium Priority
Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,0,0.007912032306194305,1524.6,12.062684454023838,C — Low Priority
Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,0,0.06897837035357952,4166.25,287.3811354856007,B — Medium Priority
Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,0,0.5061021387577057,172.64999999999998,87.37853425651788,B — Medium Priority
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,0,0.045120575651526454,5450.45,245.92744155986236,B — Medium Priority
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,1,0.4871056854724884,75.75,36.898255674541,B — Medium Priority
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,0.43782119154930116,19.75,8.646968533098699,B — Medium Priority
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,1,0.40212410092353823,1424.8,572.9464189958572,B — Medium Priority
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,0,0.1545601636171341,6451.099999999999,997.0830715104937,B — Medium Priority
Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,0,0.18118774741888047,524.0,94.94237964749337,B — Medium Priority
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,0,0.03331619314849377,180.9,6.026899340562522,C — Low Priority
Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,1,0.18276941329240798,117.0,21.384021355211733,C — Low Priority
Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,0,0.03629816807806492,1652.0,59.96457366496325,C — Low Priority
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,0,0.016580327600240707,504.4,8.363117241561412,C — Low Priority
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,0,0.4805408775806427,3843.7000000000003,1847.0549711567164,B — Medium Priority
Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,0,0.379823899269104,905.4,343.89255839824676,B — Medium Priority
Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,1,0.286273193359375,93.0,26.623406982421876,C — Low Priority
Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,0,0.49669472575187684,75.0,37.25210443139076,B — Medium Priority
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,0,0.06262151300907134,5106.5,319.7767561808228,B — Medium Priority
Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,0,0.08469937518239021,4646.45,393.55141181621696,B — Medium Priority
Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,0,0.0,1728.8500000000001,0.0,C — Low Priority
Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,0,0.21826225966215135,1105.6,241.3107542824745,B — Medium Priority
Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,0,0.2302967816591263,655.0,150.84439198672771,B — Medium Priority
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,1,0.8870378971099854,90.85,80.58739295244217,B — Medium Priority
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,0,0.2672618359327316,675.5999999999999,180.56209635615346,B — Medium Priority
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,1,0.24944878220558167,269.25,67.16408460885286,C — Low Priority
Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,1,0.26250134110450746,3968.0,1041.6053215026857,B — Medium Priority
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,0,0.22879659831523896,1363.95,312.0671202720702,B — Medium Priority
Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,0,0.13391613811254502,614.25,82.25798783563077,C — Low Priority
Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,0,0.2672618359327316,352.09999999999997,94.1028924319148,B — Medium Priority
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,0,0.019437470473349094,761.9,14.809408753644675,C — Low Priority
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,1,0.6162158131599427,50.5,31.118898564577105,B — Medium Priority
Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,0,0.5741200804710388,524.3000000000001,301.01115819096566,B — Medium Priority
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,1,0.6463880181312561,141.9,91.72245977282525,B — Medium Priority
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,0,0.07456302382051945,1094.8,81.63159847870469,C — Low Priority
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,0,0.4122445821762085,302.1,124.5390882754326,B — Medium Priority
Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,3503.5,0,0.08683058246970177,3688.6499999999996,320.2876280268654,B — Medium Priority
Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,0,0.08384516984224319,7072.0,592.9530411243438,B — Medium Priority
Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,0,0.3848522067070007,1331.1,512.2767723476886,B — Medium Priority
Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,0,0.4433556914329529,2740.8,1215.1492790794373,B — Medium Priority
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,0,0.9111515283584595,168.1,153.16457191705703,B — Medium Priority
Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,1,0.2476319432258606,5664.0,1402.5873264312745,B — Medium Priority
Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,0,0.1303793340921402,1431.1,186.58586501926183,B — Medium Priority
Male,0,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,425.1,0,0.286273193359375,392.15,112.26203277587891,B — Medium Priority
Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,0,0.13391613811254502,5167.05,691.9513814344258,B — Medium Priority
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,1,0.517213249206543,44.15,22.834964952468873,B — Medium Priority
Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,0,0.010251213610172272,1190.3999999999999,12.203044681549072,C — Low Priority
Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,1,0.4048055589199066,4641.25,1878.8038003370166,B — Medium Priority
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,0,0.007912032306194305,5374.099999999999,42.52005281671881,C — Low Priority
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,0,0.6172726154327393,210.45000000000002,129.90502191782,B — Medium Priority
Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,0,0.13391613811254502,5187.2,694.6497916173935,B — Medium Priority
Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,0,0.8262592673301696,564.3,466.2581045544147,B — Medium Priority
Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,0,0.016580327600240707,1122.8,18.616391829550263,C — Low Priority
